label,"TF(Term frequency) of body","TF of anchor","TF of title","TF of URL","TF of whole document","IDF(Inverse document frequency) of body","IDF of anchor","IDF of title","IDF of URL","IDF of whole document","TF*IDF of body","TF*IDF of anchor","TF*IDF of title","TF*IDF of URL","TF*IDF of whole document","DL(Document length) of body","DL of anchor","DL of title","DL of URL","DL of whole document","BM25 of body","LMIR.ABS of body","LMIR.DIR of body","LMIR.JM of body","BM25 of anchor","LMIR.ABS of anchor","LMIR.DIR of anchor","LMIR.JM of anchor","BM25 of title","LMIR.ABS of title","LMIR.DIR of title","LMIR.JM of title","BM25 of URL","LMIR.ABS of URL","LMIR.DIR of URL","LMIR.JM of URL","BM25 of whole document","LMIR.ABS of whole document","LMIR.DIR of whole document","LMIR.JM of whole document",PageRank,"Inlink number","Outlink number","Number of slash in URL","Length of URL","Number of child page"
0,0.018519,0,1,0,0.030864,0,0,0,0,0,0.021283,0,1,0,0.034602,0,0.16,0.235294,0.5,0,0.638469,0.732347,0.48558,0.709434,0,0,0,0,1,1,1,1,0,0,0,0,0.682535,0.718865,0.529391,0.68849,0.571429,0.45,0,0.056676,0.058824,0.04878
0,0,0.333333,0.5,1,0.000195,0,0,0,0,0,0.55828,0.205002,0.071939,1,0.568872,0,0.25,0.538462,1,0,0.64544,0.430478,0.354419,0.212058,0.569576,0.758973,0.365632,0.62653,0.039567,0,0,0,1,0.708868,1,1,0.663255,0.420609,0.373328,0.225445,0.75,1,0,0.008376,0.018868,0.073529
1,0.172269,0,1,0,0.179167,0,0,0,0,0,0.227959,0,1,0,0.23545,0.023365,0,0.636364,0.625,0.023389,1,1,0.876906,0.883726,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0.886987,0.922988,0.75,0.660377,0,0.001383,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0.179673,0.236089,0.001208,0.099886,0,0,0,0,0,0,0,0,0,0,0,0,0.172191,0.19764,0.000602,0.059344,0,0.073171,0,0,0,0.058824
0,0.000238,0,0,0,0.000238,0,0,0,0,0,0.095855,0,0,0,0.104102,0.000943,0.066667,0.117647,0.076923,0.000833,0.171512,0.532226,0.364884,0.287058,0,0,0,0,0,0,0,0,0,0,0,0,0.161295,0.503376,0.365092,0.27231,0,0.079208,0,0.000301,0.005714,0
0,0.301835,1,0,0,0.30239,0,0,0,0,0,0.501667,1,0,0,0.50805,0.129209,1,0,0.666667,0.129361,0.63412,0.826907,1,0.864694,0.73062,1,1,1,0,0,0,0,0,0,0,0,0.621286,0.830802,1,0.867642,0.2,0.9,0,0.194132,0.142857,0
0,0.356436,0.75,0.428571,0,0.397959,0,0,0,0,0,0.29765,0.885749,0.7792,0,0.400217,0.288509,0.833333,0.272727,0.416667,0.297005,0.633355,0.564422,0.571882,0.591735,1,0,0,0,0.565526,0.515289,0.576826,0.168031,0,0,0,0,0.674594,0.613715,0.62123,0.621053,1,0.339623,0,0.01523,0.4,1
0,0.008354,0,0,0,0.008354,0,0,0,0,0,0.94676,0,0,0,0.947393,0.008266,0.12,0.027778,0.3125,0.008243,0.642065,0.788039,0.781694,0.780948,0,0,0,0,0,0,0,0,0,0,0,0,0.544843,0.774524,0.771554,0.765323,0.571429,0.328244,0,3E-06,0.000202,0.041667
0,0.384123,0,0,0.333333,0.384123,0,0,0,0,0,0.814159,0,0,0.145298,0.820411,0.220894,0,0.133333,1,0.220838,0.846633,0.915405,1,0.949855,0,0,0,0,0,0,0,0,0.158791,0,0,0,0.861646,0.923014,1,0.956442,1,1,0,0.013419,0.00939,0.129032
1,0.011989,0,0.666667,0.333333,0.012444,0,0,0,0,0,0.009617,0,0.612364,0.127247,0.01036,0.01606,0,1,0.25,0.016706,0.62224,0.418968,0.495825,0.346806,0,0,0,0,0.135474,0.266929,0.778636,0.380821,0.166808,0.121149,0.002468,0.031293,0.626185,0.415746,0.494454,0.349912,0,0.2,0,0,0,0.021978
1,0.161538,1,1,0,0.188679,0,0,0,0,0,0.206211,1,1,0,0.232394,0.049038,0.242424,0.545455,0.571429,0.050431,1,1,0.941652,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.969085,1,0.333333,0.636364,0,1,0.078947,0.018519
0,0.061591,0,0,0,0.061591,0,0,0,0,0,0.052431,0,0,0,0.050501,0.372077,0,0,0.5,0.371884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.652174,0,0.038747,0,0
1,0.018395,0,0.5,1,0.018621,0,0,0,0,0,0.960283,0,1,1,0.96287,0.00959,0,0.5,0.3,0.009773,0.588753,0.612632,0.514613,0.668604,0,0,0,0,0.670743,0.844559,0.994336,0.847385,1,0,0,0,0.596723,0.607506,0.493276,0.674152,0,0.247059,0,0,0,0.05
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.125,0,0.25,1,0.481258,0.466425,0.546735,0.60863,0,0,0,0,0,0,0,0,0,0,0,0,0.482383,0.469578,0.54887,0.610563,0,0.378378,0,0.015316,0,0
0,0.035061,0.333333,0,0.666667,0.041159,0,0,0,0,0,0.05325,0.333333,0,0.666667,0.062336,0.002662,0.192308,0.35,0.325581,0.003062,0.857004,0.853909,0.759965,0.720046,0.604661,0.845207,0.653062,0.878063,0,0,0,0,0.451674,0.164809,0.118653,0.076845,0.854383,0.824755,0.769167,0.708997,0.666667,0.351266,0,0.064849,0.065574,0.045643
0,0.00434,0,0.285714,0,0.004342,0,0,0,0,0,0.296544,0,0.241946,0,0.303511,0.002572,0,0.352941,0.571429,0.002685,0.18065,0.071515,0.074054,0.07641,0,0,0,0,0.366896,0.262452,0.212212,0.239029,0,0,0,0,0.185986,0.068645,0.023963,0.121795,0.25,0.780488,0,0,0,0.034483
0,0.442167,0,0,0,0.439706,0,0,0,0,0,0.442529,0,0,0,0.441166,0.387854,0.15,0,0.375,0.387933,0.608128,0.1711,0.467418,0.330062,0,0,0,0,0,0,0,0,0,0,0,0,0.582863,0.171573,0.423284,0.359224,0.428571,0.428571,0,0.005991,0.142857,0
0,0.078125,0,0,0,0.077519,0,0,0,0,0,0.066756,0,0,0,0.066196,0.017021,0.388889,0,0.153846,0.017049,0.565644,0.740952,0.693837,0.586179,0,0,0,0,0,0,0,0,0,0,0,0,0.555963,0.734532,0.686894,0.57965,0.2,0.274725,0,0.002176,0.013889,0
1,0.024419,0.6,0.8,0,0.028488,0,0,0,0,0,0.027472,0.593325,0.814758,0,0.033537,0.009363,0.571429,0.352941,0.090909,0.009599,0.933045,0.950024,0.817568,0.964669,0.500664,0.837137,0.792691,0.871843,0.809185,0.941297,0.989214,0.969443,0,0,0,0,0.947804,0.963514,0.874043,0.970907,0.285714,0.12782,0,0.002141,0.015625,0.28
0,0.330151,0,0,0,0.329618,0,0,0,0,0,0.435917,0,0,0,0.437846,0.191173,0.006873,0,0.666667,0.191218,0.023705,0.260511,0.434017,0.557813,0,0,0,0,0,0,0,0,0,0,0,0,0.024333,0.263414,0.418016,0.552643,0.5,0.242991,0,0.003789,0.012987,0
0,0.113122,0,0.5,0,0.117647,0,0,0,0,0,0.105983,0,0.742889,0,0.110316,0.028252,0,0.352941,0.375,0.028015,0.849755,0.350361,0.441917,0.412218,0,0,0,0,0.742889,0,1,0,0,0,0,0,0.860531,0.367992,0.443166,0.421379,0.6,0.690476,0,0,0,0.045455
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.090909,0,1,1,0.108889,0,0.374332,0.126455,0,0,0,0,0,0,0,0,0,0,0,0,0.128838,0.060606,0.372561,0.296421,1,0.730769,0,0.000507,0,0
0,0.529703,0,0,0,0.528395,0,0,0,0,0,0.307846,0,0,0,0.312401,0.50792,0.133333,0.066667,1,0.507589,0.522365,0.789986,0.862309,0.726412,0,0,0,0,0,0,0,0,0,0,0,0,0.530231,0.798456,0.862333,0.73483,1,0.53125,0,0.781386,0.076923,0
0,0.003359,0,0,0,0.003359,0,0,0,0,0,0.004015,0,0,0,0.004016,0.015245,0.090909,0.0625,0.571429,0.014973,0.706598,0.761235,0.774175,0.762679,0,0,0,0,0,0,0,0,0,0,0,0,0.714055,0.771121,0.773987,0.785572,0.4,0.360656,0,0.47807,0.00152,0.002817
1,0.01636,0,0.333333,0,0.012346,0,0,0,0,0,0.033013,0,0.323084,0,0.027848,0,0.454545,0.7,0.666667,0,0.989761,0.975892,0.191988,1,0,0,0,0,0.409893,0,0,0,0,0,0,0,0.930953,0.905413,0.101683,1,0.5,0.589744,0,0.056479,0.333333,0.8
0,0.003254,0.166667,0,0,0.003257,0,0,0,0,0,0.003091,0.252785,0,0,0.003881,0.004621,0.068966,0.666667,0.363636,0.004888,0.461378,0.377729,0.365859,0.360228,0.59362,0.420527,0.674551,0.319425,0,0,0,0,0,0,0,0,0.474025,0.37356,0.378448,0.360235,0.571429,0.321839,0,0.095813,0.227758,0.007678
0,0.012518,0.0625,0.25,0,0.013255,0,0,0,0,0,0.465151,0.044859,0.220149,0,0.470617,0.006151,0.097561,0.210526,0.222222,0.006395,0.914662,0.907487,0.708704,0.799062,0.24966,0.267159,0.05886,0.117067,0.247289,0.150081,0.12955,0.110565,0,0,0,0,0.918598,0.89134,0.735066,0.811071,0.272727,0.231481,0,1.7E-05,0.000233,0.028125
0,0.137667,0,0,0,0.136777,0,0,0,0,0,0.074234,0,0,0,0.080023,0.146804,0.088889,0,0.235294,0.146903,0.634319,0.708588,0.907783,0.690796,0,0,0,0,0,0,0,0,0,0,0,0,0.637498,0.717143,0.907362,0.687315,0.571429,0.5,0,3E-06,0.000797,0
0,0.071989,0.166667,0.090909,0,0.072701,0,0,0,0,0,0.06582,0.144768,0.077976,0,0.05801,0.064975,0.333333,0.354839,0.380952,0.065506,0.337233,0.365203,0.425622,0.504496,0.237161,0.150451,0.007628,0.016872,0.135974,0.012856,0.025506,0.00917,0,0,0,0,0.27087,0.358652,0.424613,0.50355,0.75,0.281046,0,0.000107,0.001142,0.109091
1,0.416755,0.25,0,0,0.416182,0,0,0,0,0,0.059518,0.134374,0,0,0.054565,1,0.5,0,0.5,1,0,0,0,0,0.180258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.520548,0,0.08961,0,0
0,0.096299,0,0,0,0.096299,0,0,0,0,0,0.30983,0,0,0,0.312179,0.095711,0.108333,0.684211,0.238095,0.096089,0.137054,0.322573,0.421457,0.355422,0,0,0,0,0,0,0,0,0,0,0,0,0.135496,0.314361,0.413306,0.396021,0.375,0.318182,0,2.5E-05,0.00082,0.041534
0,0.026631,0.2,0,0,0.026409,0,0,0,0,0,0.408677,0.071177,0,0,0.410734,0.032354,0.52381,0.142857,0.111111,0.032602,0.42344,0.690327,0.600321,0.810453,0.093982,0,0,0,0,0,0,0,0,0,0,0,0.428236,0.692479,0.589605,0.820757,0,0,0,0.065088,0.034169,0.012407
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.157108,0.1,0.15,0.125,0.157035,0.909967,0.607438,0.694774,0.523181,0,0,0,0,0,0,0,0,0,0,0,0,0.927538,0.605988,0.688865,0.522979,0.142857,0.395349,0,0.027628,0.066667,0.032258
0,0.004808,0,0,0,0.004808,0,0,0,0,0,0.088185,0,0,0,0.090644,0.000762,0,0.2,0.416667,0.000889,0.370147,0.333725,0.208008,0.115218,0,0,0,0,0,0,0,0,0,0,0,0,0.347622,0.292099,0.194657,0.094252,0.5,0.341463,0,0,0,0
0,0.018204,0,0,0,0.017798,0,0,0,0,0,0.018191,0,0,0,0.017785,0.015591,0.428571,0,0.8,0.015618,0.978882,0.865359,0.846256,0.76975,0,0,0,0,0,0,0,0,0,0,0,0,0.975542,0.816906,0.84349,0.800273,0.5,0.425,0,0.01992,0.002778,0
0,0.156416,0,0,0,0.156416,0,0,0,0,0,0.801176,0,0,0,0.801773,0.131911,0.2,0.138889,0.125,0.131961,0.310512,0.546107,0.610962,0.707268,0,0,0,0,0,0,0,0,0,0,0,0,0.269454,0.545209,0.608569,0.698654,0.142857,0.152672,0,4.1E-05,0.000101,0.346354
0,1,0,0,0,1,0,0,0,0,0,0.027579,0,0,0,0.026784,1,0.071429,0,0.25,1,0,0.006249,0.266901,0.249283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289,0.208741,0.31381,0.5,0.461538,0,0.000638,0.2,0
0,0.005211,0,0,0,0.003322,0,0,0,0,0,0.013611,0,0,0,0.010645,0.007964,0.083333,0.5,0.5,0.008076,0.678719,0.615363,0.638242,0.731649,0,0,0,0,0,0,0,0,0,0,0,0,0.646908,0.61628,0.621333,0.736251,0.4,0.342857,0,0.00024,0.0125,0.09375
0,0.00152,0,0.333333,0.5,0.00303,0,0,0,0,0,0.007076,0,0.357034,0.43356,0.013977,0.000515,0,0.413793,0.857143,0.000741,0.082959,0,0,0,0,0,0,0,0.246232,0.284205,0.095871,0.170006,0.417493,0,0,0,0.09303,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.000149,0,0,0,0.000151,0.010372,0.033333,0.214286,0.4,0.010598,0.088354,0.079411,0.136976,0.076294,0,0,0,0,0,0,0,0,0,0,0,0,0.068372,0.051948,0.116396,0.056594,1,0.241935,0,0.005242,0.015385,0
0,0.008121,0,0.333333,1,0.008117,0,0,0,0,0,0.012065,0,0.180835,0.379076,0.012019,0.004175,0.136364,0.230769,0.666667,0.004308,0.65434,0.638156,0.46229,0.572732,0,0,0,0,0.354793,0.0583,0.002337,0.0476,0.303214,0.039094,0.000743,0.020178,0.63619,0.633166,0.445513,0.596765,0.4,0.65,0,0.027375,0.014563,0.076923
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.103448,0,0.363636,1,0.734866,0.676958,0.889681,0.714689,0,0,0,0,0,0,0,0,0,0,0,0,0.722238,0.640266,0.876774,0.695846,0.142857,0.175926,0,1.2E-05,3.2E-05,0
0,0,0,0.333333,1,0.003394,0,0,0,0,0,0.961058,0,0.334026,1,0.970874,0.000193,0,0.352941,1,0.001638,0.635668,0.345316,0,0,0,0,0,0,0.378217,0.304631,0.113972,0.249827,1,0.988863,1,0.998111,0.980016,1,0.345227,1,0.666667,1,0,0,0,0
2,0.021173,0.076923,0.8,0,0.022907,0,0,0,0,0,0.368182,0.043277,0.76323,0,0.378859,0.003919,0.264706,1,0.153846,0.004186,0.73019,0.814017,0.710998,0.687252,0.131294,0.022658,0.00189,0.017079,0.482139,0.703365,0.769041,0.678749,0,0,0,0,0.726487,0.766462,0.721557,0.686907,0.375,0.186207,0,0.02064,0.000122,0.054374
0,0.053763,0,0,0,0.053763,0,0,0,0,0,0.059024,0,0,0,0.059026,0.09442,0.133333,0.466667,0.066667,0.094563,0.307009,0.363391,0.434941,0.415718,0,0,0,0,0,0,0,0,0,0,0,0,0.311847,0.382457,0.435953,0.434553,0,0.011765,0,0.187424,0.111111,0.135135
0,0.005954,0,0.4,0,0.006182,0,0,0,0,0,0.881395,0,0.447724,0,0.882867,0.002957,0,0.15,0,0.002799,0.345274,0.434745,0.577069,0.35778,0,0,0,0,0.667852,0.507993,0.582287,0.42008,0,0,0,0,0.337868,0.436934,0.576283,0.357313,0,0,0,0,0,0.004367
0,0.192088,0.4,0,1,0.192328,0,0,0,0,0,0.509482,0.168013,0,0.229606,0.522262,0.223673,0.529412,0,0.545455,0.224022,0.394663,0.619162,0.549671,0.783546,0.345757,0.526666,0.016397,0.434831,0,0,0,0,0.186534,0.049879,0,0,0.389945,0.649405,0.55532,0.787306,0.857143,0.735537,0,0.002133,0.02381,0
0,0.03625,0.25,0,0,0.0375,0,0,0,0,0,0.034643,0.117787,0,0,0.034262,0.008207,0.186667,0.085714,0.238095,0.008393,0.776716,0.894464,0.651218,0.898001,0.082594,0.011919,0,0,0,0,0,0,0,0,0,0,0.772077,0.853394,0.654977,0.867566,0.666667,0.451613,0,0.001051,0.001751,0
0,0.014574,0,0,0,0.014574,0,0,0,0,0,0.012628,0,0,0,0.0127,0.002487,0.008333,0.176471,0.2,0.002499,0.891992,0.849814,0.593917,0.84935,0,0,0,0,0,0,0,0,0,0,0,0,0.886039,0.844584,0.595431,0.856205,0.285714,0.223214,0,0.000374,0.00082,0.060703
1,0.16388,0.142857,1,1,0.174497,0,0,0,0,0,0.16388,0.142857,1,1,0.174497,0.025035,0.15625,0.3,0.266667,0.025369,0.985835,0.924244,0.976078,0.911864,0.523372,0,0,0,0.859381,0.630802,0.75,0.630923,0.886709,0.783381,0.997133,0.63093,0.983553,0.768316,0.98086,0.728765,0.75,0.468354,0,0.000283,0.000254,0.350877
2,0.00913,0,0,0,0.00913,0,0,0,0,0,0.453141,0,0,0,0.456772,0.009982,0.032258,0.111111,0.166667,0.009747,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333,0.113636,0,0.006332,0.111111,0
0,0.007175,0,0,1,0.006536,0,0,0,0,0,0.741108,0,0,1,0.752276,0.002965,0.035714,0.428571,1,0.003142,1,0.139552,0.372585,0,0,0,0,0,0,0,0,0,0.99236,0,1,0,1,0.117848,0.318736,0,1,1,0,0.001847,0.010152,0.090909
